fecha,cod_ine,municipio_distrito,casos_confirmados_ultimos_14dias,tasa_incidencia_acumulada_ultimos_14dias,casos_confirmados_totales,tasa_incidencia_acumulada_total
2020/04/12,28009,Algete,47,"211,66",80,"360,28"
2020/04/12,28084,Mejorada del Campo,65,"265,24",147,"599,85"
2020/04/12,28075,Loeches,20,"288,56",47,"678,11"
2020/04/12,28106,Parla,224,"163,86",585,"427,93"
2020/04/12,28060,Fuentidueña de Tajo,,"50,43",15,"756,43"
2020/04/12,28011,Ambite,,"601,2",6,"1202,4"
2020/04/12,28153,Torremocha de Jarama,,"124,53",8,"996,26"
2020/04/12,28012,Anchuelo,,"261,78",7,"916,23"
2020/04/12,28087,Los Molinos,15,"374,34",36,"898,43"
2020/04/12,28144,Soto del Real,23,"234,79",49,"500,2"
2020/04/12,28166,Valverde de Alcalá,,"375,94",6,"2255,64"
2020/04/12,28059,Fuente el Saz de Jarama,13,"152,22",20,"234,19"
2020/04/12,28070,Horcajo de la Sierra-Aoslos,,"1470,59",,"4411,76"
2020/04/12,28162,Valdeolmos-Alalpardo,,"73,8",8,"295,2"
2020/04/12,28033,Campo Real,14,"232,4",21,"348,61"
2020/04/12,28156,Valdeavero,,"94,97",7,"664,77"
2020/04/12,28173,Villamanrique de Tajo,,0,,"293,69"
2020/04/12,28041,Cobeña,10,"134,1",29,"388,9"
2020/04/12,28056,Fresnedillas de la Oliva,,"73,53",,"220,59"
2020/04/12,28165,Valdilecha,,196,12,"470,4"
2020/04/12,28021,El Berrueco,,"778,82",7,"1090,34"
2020/04/12,28111,Pezuela de las Torres,,0,,"384,62"
2020/04/12,28179,Villar del Olmo,,"298,51",,"398,01"
2020/04/12,28068,Guadarrama,45,"284,85",84,"531,71"
2020/04/12,28133,San Martín de Valdeiglesias,17,"199,32",50,"586,24"
2020/04/12,28152,Torrelodones,38,"146,53",101,"389,45"
2020/04/12,28022,Boadilla del Monte,73,"138,16",199,"376,63"
2020/04/12,28150,Torrejón de Velasco,,"101,24",14,"354,34"
2020/04/12,28178,Villanueva de Perales,,"518,67",,"518,67"
2020/04/12,28146,Tielmes,,"133,16",28,"1242,79"
2020/04/12,28134,San Sebastián de los Reyes,175,"190,75",343,"373,88"
2020/04/12,28067,Guadalix de la Sierra,12,"201,17",26,"435,88"
2020/04/12,28073,Humanes de Madrid,28,"135,87",81,"393,05"
2020/04/12,28052,Chinchón,12,"232,51",23,"445,65"
2020/04/12,28031,Cadalso de los Vidrios,,"32,86",,"164,31"
2020/04/12,28072,Hoyo de Manzanares,9,"117,48",19,"248,01"
2020/04/12,28149,Torrejón de la Calzada,8,"92,8",21,"243,59"
2020/04/12,28055,Estremera,,"164,74",,"247,12"
2020/04/12,28048,Corpa,,0,6,"1438,85"
2020/04/12,28083,Meco,29,"207,41",114,"815,33"
2020/04/12,28078,Madarcos,,0,,0
2020/04/12,28183,Zarzalejo,,"186,68",,"248,91"
2020/04/12,28014,Arganda del Rey,120,"207,1",269,"464,24"
2020/04/12,28046,Collado Mediano,7,"106,5",12,"182,57"
2020/04/12,28053,Daganzo de Arriba,11,"101,53",36,"332,29"
2020/04/12,28082,Manzanares El Real,15,"173,05",28,"323,03"
2020/04/12,28027,Buitrago del Lozoya,,"88,3",11,"485,65"
2020/04/12,28157,Valdelaguna,,"121,36",,"121,36"
2020/04/12,28163,Valdepiélagos,,0,,0
2020/04/12,28036,Casarrubuelos,,"88,03",9,"264,08"
2020/04/12,28085,Miraflores de la Sierra,10,"181,23",28,"507,43"
2020/04/12,28104,Paracuellos de Jarama,25,"108,65",60,"260,77"
2020/04/12,28168,El Vellón,,"211,27",11,"774,65"
2020/04/12,28076,Lozoya,,0,,"236,97"
2020/04/12,28047,Collado Villalba,122,"176,11",260,"375,32"
2020/04/12,28044,Colmenarejo,10,"123,62",23,"284,34"
2020/04/12,28182,Villavieja del Lozoya,,0,,0
2020/04/12,28117,Prádena del Rincón,,0,,0
2020/04/12,28030,La Cabrera,6,"197,95",9,"296,93"
2020/04/12,28141,Sevilla la Nueva,21,"211,08",34,"341,74"
2020/04/12,28001,La Acebeda,,0,,0
2020/04/12,28121,Redueña,,0,,"584,8"
2020/04/12,28124,Robledillo de la Jara,,"1851,85",,"1851,85"
2020/04/12,28138,La Serna del Monte,,0,,0
2020/04/12,28043,Colmenar de Oreja,9,"125,05",20,"277,89"
2020/04/12,28128,Rozas de Puerto Real,,"255,1",,"255,1"
2020/04/12,28158,Valdemanco,,"135,14",,"135,14"
2020/04/12,28026,Brunete,9,"79,7",49,"433,94"
2020/04/12,28147,Titulcia,,"100,6",,"503,02"
2020/04/12,28171,Villa del Prado,27,"409,28",52,"788,24"
2020/04/12,28901,Lozoyuela-Navas-Sieteiglesias,,"261,55",,"261,55"
2020/04/12,28119,Quijorna,,"254,71",12,"611,31"
2020/04/12,28161,Valdemoro,88,"115,19",553,"723,84"
2020/04/12,28903,Tres Cantos,139,"289,28",248,"516,13"
2020/04/12,28151,Torrelaguna,9,"177,87",14,"276,68"
2020/04/12,28123,Rivas-Vaciamadrid,174,"202,02",443,"514,33"
2020/04/12,28016,El Atazar,,0,,0
2020/04/12,28108,Pedrezuela,9,"162,63",15,"271,05"
2020/04/12,28135,Santa María de la Alameda,,"105,71",,"105,71"
2020/04/12,28071,Horcajuelo de la Sierra,,0,,0
2020/04/12,28015,Arroyomolinos,58,"222,32",126,"482,96"
2020/04/12,28090,Moralzarzal,26,"199,66",52,"399,32"
2020/04/12,28034,Canencia,,271,,271
2020/04/12,28180,Villarejo de Salvanés,11,"144,34",32,"419,89"
2020/04/12,28140,Serranillos del Valle,9,"236,9",23,"605,42"
2020/04/12,28181,Villaviciosa de Odón,41,"147,8",147,"529,92"
2020/04/12,28032,Camarma de Esteruelas,7,"98,36",35,"491,78"
2020/04/12,28125,Robledo de Chavela,9,"238,73",12,"318,3"
2020/04/12,28107,Patones,,"655,02",,"873,36"
2020/04/12,28095,Navalagamella,,"44,44",,"222,22"
2020/04/12,28120,Rascafría,,"203,67",,"339,44"
2020/04/12,28023,El Boalo,15,"237,15",24,"379,45"
2020/04/12,28080,Majadahonda,100,"128,26",336,"430,94"
2020/04/12,28017,Batres,,"224,72",8,"1797,75"
2020/04/12,28006,Alcobendas,220,"181,5",481,"396,82"
2020/04/12,28005,Alcalá de Henares,463,"221,48",2020,"966,29"
2020/04/12,28045,Colmenar Viejo,143,"283,71",242,"480,13"
2020/04/12,28130,San Fernando de Henares,121,"287,91",298,"709,07"
2020/04/12,28172,Villalbilla,11,"98,43",81,"724,83"
2020/04/12,28054,El Escorial,13,"78,2",45,"270,71"
2020/04/12,28042,Colmenar del Arroyo,,0,,"259,24"
2020/04/12,28148,Torrejón de Ardoz,186,"134,5",807,"583,56"
2020/04/12,28114,Piñuécar-Gandullas,,0,,0
2020/04/12,28025,Brea de Tajo,,"272,11",,"408,16"
2020/04/12,28086,El Molar,14,"145,92",24,"250,16"
2020/04/12,28019,Belmonte de Tajo,,0,,"144,61"
2020/04/12,28154,Torres de la Alameda,20,"242,72",57,"691,75"
2020/04/12,28143,Somosierra,,"1612,9",,"1612,9"
2020/04/12,28010,Alpedrete,27,"187,07",72,"498,86"
2020/04/12,28102,Orusco de Tajuña,8,"724,64",16,"1449,28"
2020/04/12,28069,La Hiruela,,"9090,91",,"9090,91"
2020/04/12,28039,Cervera de Buitrago,,"925,93",,"1851,85"
2020/04/12,28065,Getafe,352,"183,91",860,"449,33"
2020/04/12,28122,Ribatejada,,0,,"227,79"
2020/04/12,28170,Villaconejos,,"22,54",8,"180,34"
2020/04/12,28164,Valdetorres de Jarama,,"100,58",12,"301,73"
2020/04/11,07903,Madrid-Retiro,387,"348,1",1079,"970,55"
2020/04/11,07904,Madrid-Salamanca,388,"246,6",1130,"718,19"
2020/04/11,07901,Madrid-Centro,311,"218,66",779,"547,71"
2020/04/11,07902,Madrid-Arganzuela,424,"237,67",1132,"634,52"
2020/04/11,07905,Madrid-Chamartín,431,"293,43",1111,"756,37"
2020/04/11,07906,Madrid-Tetuán,677,"414,12",1542,"943,25"
2020/04/11,07907,Madrid-Chamberí,382,"257,27",996,"670,79"
2020/04/11,07908,Madrid-Fuencarral-El Pardo,963,"428,88",2112,"940,59"
2020/04/11,07909,Madrid-Moncloa-Aravaca,327,"257,72",843,"664,39"
2020/04/11,07910,Madrid-Latina,676,"270,86",1855,"743,28"
2020/04/11,07911,Madrid-Carabanchel,584,237,1794,"728,03"
2020/04/11,07912,Madrid-Usera,327,"220,27",1059,"713,36"
2020/04/11,07913,Madrid-Puente de Vallecas,919,"359,36",2320,"907,19"
2020/04/11,07920,Madrid-San Blas-Canillejas,395,"284,43",1039,"748,15"
2020/04/11,07921,Madrid-Barajas,132,"250,56",325,"616,92"
2020/04/11,07914,Madrid-Moratalaz,410,"421,05",1009,"1036,19"
2020/04/11,07915,Madrid-Ciudad Lineal,652,"246,36",1571,"593,6"
2020/04/11,07916,Madrid-Hortaleza,500,"236,66",1287,"609,16"
2020/04/11,07917,Madrid-Villaverde,306,"192,4",1059,"665,86"
2020/04/11,07918,Madrid-Villa de Vallecas,296,"277,6",984,"922,83"
2020/04/11,07919,Madrid-Vicálvaro,257,"357,5",625,"869,41"
2020/04/11,28115,Pozuelo de Alarcón,113,"127,97",436,"493,77"
2020/04/11,28007,Alcorcón,611,"349,46",1219,"697,2"
2020/04/11,28096,Navalcarnero,34,"120,44",114,"403,84"
2020/04/11,28129,San Agustín del Guadalix,17,"116,73",34,"233,47"
2020/04/11,28127,Las Rozas de Madrid,220,"229,53",473,"493,49"
2020/04/11,28089,Moraleja de Enmedio,6,"112,02",18,"336,07"
2020/04/11,28155,Valdaracete,,"494,23",,"823,72"
2020/04/11,28116,Pozuelo del Rey,,0,,"202,02"
2020/04/11,28118,Puebla de la Sierra,,0,,0
2020/04/11,28110,Perales de Tajuña,,"80,58",6,"161,16"
2020/04/11,28160,Valdemorillo,15,"123,75",26,"214,5"
2020/04/11,28094,Navalafuente,,"251,89",,"377,83"
2020/04/11,28167,Velilla de San Antonio,23,"184,1",52,"416,23"
2020/04/11,28176,Villanueva de la Cañada,19,"77,92",68,"278,87"
2020/04/11,28177,Villanueva del Pardillo,11,"65,13",59,"349,34"
2020/04/11,28100,Nuevo Baztán,7,"105,31",24,"361,07"
2020/04/11,28175,Villamantilla,,"118,48",7,"829,38"
2020/04/11,28174,Villamanta,6,"281,56",7,"328,48"
2020/04/11,28029,Cabanillas de la Sierra,,"690,85",9,"1554,4"
2020/04/11,28037,Cenicientos,,"203,98",16,"815,91"
2020/04/11,28902,Puentes Viejas,,0,,"218,82"
2020/04/11,28013,Aranjuez,145,"228,59",350,"551,78"
2020/04/11,28038,Cercedilla,31,"414,05",68,"908,24"
2020/04/11,28136,Santorcaz,,"176,68",7,"1236,75"
2020/04/11,28049,Coslada,236,"266,96",614,"694,55"
2020/04/11,28091,Morata de Tajuña,16,206,80,1030
2020/04/11,28126,Robregordo,,0,,0
2020/04/11,28097,Navarredonda y San Mamés,,0,,"1204,82"
2020/04/11,28169,Venturada,,0,,"70,82"
2020/04/11,28093,Navacerrada,,"107,6",9,"322,81"
2020/04/11,28088,Montejo de la Sierra,,"279,33",,"279,33"
2020/04/11,28057,Fresno de Torote,,"249,79",13,"1082,43"
2020/04/11,28112,Pinilla del Valle,,0,,0
2020/04/11,28159,Valdemaqueda,,"233,92",,"350,88"
2020/04/11,28099,Navas del Rey,6,"203,8",42,"1426,63"
2020/04/11,28101,Olmeda de las Fuentes,,0,,"1244,81"
2020/04/11,28028,Bustarviejo,,"168,82",,"281,37"
2020/04/11,28018,Becerril de la Sierra,10,"173,25",20,"346,5"
2020/04/11,28058,Fuenlabrada,396,"194,1",1176,"576,43"
2020/04/11,28062,Garganta de los Montes,,0,,"364,96"
2020/04/11,28113,Pinto,53,"99,71",173,"325,48"
2020/04/11,28003,Alameda del Valle,,0,,0
2020/04/11,28020,Berzosa del Lozoya,,"1315,79",,"1315,79"
2020/04/11,28137,Los Santos de la Humosa,,"238,24",18,"1072,07"
2020/04/11,28004,El Álamo,10,"101,29",30,"303,86"
2020/04/11,28109,Pelayos de la Presa,,"150,09",15,"562,85"
2020/04/11,28061,Galapagar,49,"147,72",128,"385,89"
2020/04/11,28066,Griñón,22,"190,54",58,"502,34"
2020/04/11,28063,Gargantilla del Lozoya y Pinilla de Buitrago,,0,,"1027,4"
2020/04/11,28008,Aldea del Fresno,,"165,78",28,"928,38"
2020/04/11,28035,Carabaña,,"228,83",11,"629,29"
2020/04/11,28145,Talamanca de Jarama,13,"415,07",20,"638,57"
2020/04/11,28051,Chapinería,,"131,12",6,"262,24"
2020/04/11,28040,Ciempozuelos,35,"136,37",139,"541,57"
2020/04/11,28002,Ajalvir,,"105,35",9,"189,63"
2020/04/11,28131,San Lorenzo de El Escorial,22,"124,19",62,"349,99"
2020/04/11,28064,Gascones,,0,,0
2020/04/11,28132,San Martín de la Vega,16,"78,57",59,"289,71"
2020/04/11,28092,Móstoles,597,"273,17",1412,"646,09"
2020/04/11,28074,Leganés,1116,"566,76",2388,"1212,75"
2020/04/11,28024,Braojos,,"621,12",,"1242,24"
2020/04/11,28050,Cubas de la Sagra,6,"108,21",18,"324,62"
2020/04/11,28009,Algete,46,"207,16",78,"351,27"
2020/04/11,28084,Mejorada del Campo,63,"257,08",146,"595,77"
2020/04/11,28075,Loeches,21,"302,99",46,"663,68"
2020/04/11,28106,Parla,222,"162,39",581,425
2020/04/11,28060,Fuentidueña de Tajo,,"50,43",15,"756,43"
2020/04/11,28011,Ambite,,"601,2",6,"1202,4"
2020/04/11,28153,Torremocha de Jarama,,"124,53",8,"996,26"
2020/04/11,28012,Anchuelo,,"261,78",7,"916,23"
2020/04/11,28087,Los Molinos,15,"374,34",36,"898,43"
2020/04/11,28144,Soto del Real,23,"234,79",49,"500,2"
2020/04/11,28166,Valverde de Alcalá,,"375,94",6,"2255,64"
2020/04/11,28059,Fuente el Saz de Jarama,14,"163,93",20,"234,19"
2020/04/11,28070,Horcajo de la Sierra-Aoslos,,"1470,59",,"4411,76"
2020/04/11,28162,Valdeolmos-Alalpardo,,"73,8",8,"295,2"
2020/04/11,28033,Campo Real,13,"215,8",20,"332,01"
2020/04/11,28156,Valdeavero,,"94,97",7,"664,77"
2020/04/11,28173,Villamanrique de Tajo,,0,,"293,69"
2020/04/11,28041,Cobeña,10,"134,1",29,"388,9"
2020/04/11,28056,Fresnedillas de la Oliva,,"73,53",,"220,59"
2020/04/11,28165,Valdilecha,6,"235,2",12,"470,4"
2020/04/11,28021,El Berrueco,,"778,82",7,"1090,34"
2020/04/11,28111,Pezuela de las Torres,,0,,"384,62"
2020/04/11,28179,Villar del Olmo,,199,,"298,51"
2020/04/11,28068,Guadarrama,44,"278,52",83,"525,38"
2020/04/11,28133,San Martín de Valdeiglesias,16,"187,6",48,"562,79"
2020/04/11,28152,Torrelodones,40,"154,24",101,"389,45"
2020/04/11,28022,Boadilla del Monte,67,"126,81",193,"365,27"
2020/04/11,28150,Torrejón de Velasco,,"126,55",14,"354,34"
2020/04/11,28178,Villanueva de Perales,,"414,94",,"414,94"
2020/04/11,28146,Tielmes,7,"310,7",28,"1242,79"
2020/04/11,28134,San Sebastián de los Reyes,160,"174,4",329,"358,62"
2020/04/11,28067,Guadalix de la Sierra,12,"201,17",26,"435,88"
2020/04/11,28073,Humanes de Madrid,27,"131,02",80,"388,2"
2020/04/11,28052,Chinchón,13,"251,89",23,"445,65"
2020/04/11,28031,Cadalso de los Vidrios,,"32,86",,"164,31"
2020/04/11,28072,Hoyo de Manzanares,10,"130,53",20,"261,06"
2020/04/11,28149,Torrejón de la Calzada,6,"69,6",19,"220,39"
2020/04/11,28055,Estremera,,"164,74",,"247,12"
2020/04/11,28048,Corpa,,0,6,"1438,85"
2020/04/11,28083,Meco,29,"207,41",114,"815,33"
2020/04/11,28078,Madarcos,,0,,0
2020/04/11,28183,Zarzalejo,,"186,68",,"248,91"
2020/04/11,28014,Arganda del Rey,119,"205,37",266,"459,06"
2020/04/11,28046,Collado Mediano,7,"106,5",12,"182,57"
2020/04/11,28053,Daganzo de Arriba,12,"110,76",36,"332,29"
2020/04/11,28082,Manzanares El Real,14,"161,51",27,"311,49"
2020/04/11,28027,Buitrago del Lozoya,,"132,45",11,"485,65"
2020/04/11,28157,Valdelaguna,,"121,36",,"121,36"
2020/04/11,28163,Valdepiélagos,,0,,0
2020/04/11,28036,Casarrubuelos,,"88,03",9,"264,08"
2020/04/11,28085,Miraflores de la Sierra,10,"181,23",28,"507,43"
2020/04/11,28104,Paracuellos de Jarama,25,"108,65",60,"260,77"
2020/04/11,28168,El Vellón,,"211,27",11,"774,65"
2020/04/11,28076,Lozoya,,0,,"236,97"
2020/04/11,28047,Collado Villalba,118,"170,34",254,"366,65"
2020/04/11,28044,Colmenarejo,9,"111,26",22,"271,97"
2020/04/11,28182,Villavieja del Lozoya,,0,,0
2020/04/11,28117,Prádena del Rincón,,0,,0
2020/04/11,28030,La Cabrera,6,"197,95",9,"296,93"
2020/04/11,28141,Sevilla la Nueva,15,"150,77",28,"281,44"
2020/04/11,28001,La Acebeda,,0,,0
2020/04/11,28121,Redueña,,0,,"584,8"
2020/04/11,28124,Robledillo de la Jara,,"1851,85",,"1851,85"
2020/04/11,28138,La Serna del Monte,,0,,0
2020/04/11,28043,Colmenar de Oreja,9,"125,05",20,"277,89"
2020/04/11,28128,Rozas de Puerto Real,,"255,1",,"255,1"
2020/04/11,28158,Valdemanco,,"135,14",,"135,14"
2020/04/11,28026,Brunete,8,"70,85",48,"425,08"
2020/04/11,28147,Titulcia,,"100,6",,"503,02"
2020/04/11,28171,Villa del Prado,22,"333,48",47,"712,45"
2020/04/11,28901,Lozoyuela-Navas-Sieteiglesias,,"261,55",,"261,55"
2020/04/11,28119,Quijorna,,"254,71",12,"611,31"
2020/04/11,28161,Valdemoro,85,"111,26",552,"722,53"
2020/04/11,28903,Tres Cantos,136,"283,04",244,"507,8"
2020/04/11,28151,Torrelaguna,8,"158,1",14,"276,68"
2020/04/11,28123,Rivas-Vaciamadrid,188,"218,27",444,"515,49"
2020/04/11,28016,El Atazar,,0,,0
2020/04/11,28108,Pedrezuela,9,"162,63",15,"271,05"
2020/04/11,28135,Santa María de la Alameda,,"105,71",,"105,71"
2020/04/11,28071,Horcajuelo de la Sierra,,0,,0
2020/04/11,28015,Arroyomolinos,55,"210,82",122,"467,63"
2020/04/11,28090,Moralzarzal,26,"199,66",51,"391,64"
2020/04/11,28034,Canencia,,271,,271
2020/04/11,28180,Villarejo de Salvanés,11,"144,34",32,"419,89"
2020/04/11,28140,Serranillos del Valle,7,"184,26",22,"579,1"
2020/04/11,28181,Villaviciosa de Odón,39,"140,59",144,"519,11"
2020/04/11,28032,Camarma de Esteruelas,7,"98,36",35,"491,78"
2020/04/11,28125,Robledo de Chavela,9,"238,73",12,"318,3"
2020/04/11,28107,Patones,,"436,68",,"873,36"
2020/04/11,28095,Navalagamella,,"44,44",,"222,22"
2020/04/11,28120,Rascafría,,"203,67",,"339,44"
2020/04/11,28023,El Boalo,15,"237,15",24,"379,45"
2020/04/11,28080,Majadahonda,101,"129,54",334,"428,38"
2020/04/11,28017,Batres,,"224,72",8,"1797,75"
2020/04/11,28006,Alcobendas,207,"170,77",465,"383,62"
2020/04/11,28005,Alcalá de Henares,453,"216,7",2012,"962,47"
2020/04/11,28045,Colmenar Viejo,143,"283,71",240,"476,16"
2020/04/11,28130,San Fernando de Henares,118,"280,77",297,"706,69"
2020/04/11,28172,Villalbilla,10,"89,49",81,"724,83"
2020/04/11,28054,El Escorial,13,"78,2",45,"270,71"
2020/04/11,28042,Colmenar del Arroyo,,0,,"259,24"
2020/04/11,28148,Torrejón de Ardoz,184,"133,05",804,"581,39"
2020/04/11,28114,Piñuécar-Gandullas,,0,,0
2020/04/11,28025,Brea de Tajo,,"272,11",,"408,16"
2020/04/11,28086,El Molar,15,"156,35",24,"250,16"
2020/04/11,28019,Belmonte de Tajo,,0,,"144,61"
2020/04/11,28154,Torres de la Alameda,20,"242,72",57,"691,75"
2020/04/11,28143,Somosierra,,"1612,9",,"1612,9"
2020/04/11,28010,Alpedrete,27,"187,07",72,"498,86"
2020/04/11,28102,Orusco de Tajuña,10,"905,8",16,"1449,28"
2020/04/11,28069,La Hiruela,,"9090,91",,"9090,91"
2020/04/11,28039,Cervera de Buitrago,,"925,93",,"1851,85"
2020/04/11,28065,Getafe,347,"181,3",849,"443,58"
2020/04/11,28122,Ribatejada,,0,,"227,79"
2020/04/11,28170,Villaconejos,,"22,54",8,"180,34"
2020/04/11,28164,Valdetorres de Jarama,,"125,72",12,"301,73"
2020/04/10,07903,Madrid-Retiro,423,"380,48",1053,"947,16"
2020/04/10,07904,Madrid-Salamanca,447,"284,1",1110,"705,47"
2020/04/10,07901,Madrid-Centro,371,"260,85",757,"532,24"
2020/04/10,07902,Madrid-Arganzuela,527,"295,4",1118,"626,67"
2020/04/10,07905,Madrid-Chamartín,473,"322,02",1091,"742,76"
2020/04/10,07906,Madrid-Tetuán,689,"421,46",1504,920
2020/04/10,07907,Madrid-Chamberí,408,"274,78",955,"643,18"
2020/04/10,07908,Madrid-Fuencarral-El Pardo,985,"438,67",2054,"914,76"
2020/04/10,07909,Madrid-Moncloa-Aravaca,379,"298,7",830,"654,14"
2020/04/10,07910,Madrid-Latina,690,"276,47",1778,"712,42"
2020/04/10,07911,Madrid-Carabanchel,614,"249,17",1726,"700,44"
2020/04/10,07912,Madrid-Usera,345,"232,4",1016,"684,4"
2020/04/10,07913,Madrid-Puente de Vallecas,990,"387,12",2271,"888,03"
2020/04/10,07920,Madrid-San Blas-Canillejas,427,"307,47",1019,"733,75"
2020/04/10,07921,Madrid-Barajas,140,"265,75",319,"605,53"
2020/04/10,07914,Madrid-Moratalaz,449,"461,1",980,"1006,41"
2020/04/10,07915,Madrid-Ciudad Lineal,695,"262,61",1536,"580,38"
2020/04/10,07916,Madrid-Hortaleza,542,"256,54",1259,"595,91"
2020/04/10,07917,Madrid-Villaverde,335,"210,63",1023,"643,22"
2020/04/10,07918,Madrid-Villa de Vallecas,339,"317,92",973,"912,51"
2020/04/10,07919,Madrid-Vicálvaro,273,"379,76",612,"851,32"
2020/04/10,28115,Pozuelo de Alarcón,136,"154,02",434,"491,51"
2020/04/10,28007,Alcorcón,646,"369,48",1184,"677,19"
2020/04/10,28096,Navalcarnero,42,"148,78",112,"396,76"
2020/04/10,28129,San Agustín del Guadalix,18,"123,6",32,"219,73"
2020/04/10,28127,Las Rozas de Madrid,239,"249,35",469,"489,32"
2020/04/10,28089,Moraleja de Enmedio,6,"112,02",18,"336,07"
2020/04/10,28155,Valdaracete,,"658,98",,"823,72"
2020/04/10,28116,Pozuelo del Rey,,0,,"202,02"
2020/04/10,28118,Puebla de la Sierra,,0,,0
2020/04/10,28110,Perales de Tajuña,,"80,58",6,"161,16"
2020/04/10,28160,Valdemorillo,16,132,25,"206,25"
2020/04/10,28094,Navalafuente,,"251,89",,"377,83"
2020/04/10,28167,Velilla de San Antonio,25,"200,11",51,"408,23"
2020/04/10,28176,Villanueva de la Cañada,25,"102,53",66,"270,67"
2020/04/10,28177,Villanueva del Pardillo,13,"76,97",58,"343,42"
2020/04/10,28100,Nuevo Baztán,7,"105,31",23,"346,02"
2020/04/10,28175,Villamantilla,,"118,48",7,"829,38"
2020/04/10,28174,Villamanta,,"234,63",6,"281,56"
2020/04/10,28029,Cabanillas de la Sierra,,"690,85",9,"1554,4"
2020/04/10,28037,Cenicientos,,"152,98",15,"764,92"
2020/04/10,28902,Puentes Viejas,,0,,"218,82"
2020/04/10,28013,Aranjuez,153,"241,21",343,"540,75"
2020/04/10,28038,Cercedilla,34,"454,12",68,"908,24"
2020/04/10,28136,Santorcaz,,"176,68",7,"1236,75"
2020/04/10,28049,Coslada,268,"303,16",608,"687,76"
2020/04/10,28091,Morata de Tajuña,15,"193,12",77,"991,37"
2020/04/10,28126,Robregordo,,0,,0
2020/04/10,28097,Navarredonda y San Mamés,,0,,"1204,82"
2020/04/10,28169,Venturada,,"70,82",,"70,82"
2020/04/10,28093,Navacerrada,,"143,47",9,"322,81"
2020/04/10,28088,Montejo de la Sierra,,"279,33",,"279,33"
2020/04/10,28057,Fresno de Torote,,"333,06",13,"1082,43"
2020/04/10,28112,Pinilla del Valle,,0,,0
2020/04/10,28159,Valdemaqueda,,"233,92",,"350,88"
2020/04/10,28099,Navas del Rey,6,"203,8",42,"1426,63"
2020/04/10,28101,Olmeda de las Fuentes,,0,,"1244,81"
2020/04/10,28028,Bustarviejo,,"225,1",,"281,37"
2020/04/10,28018,Becerril de la Sierra,11,"190,58",20,"346,5"
2020/04/10,28058,Fuenlabrada,447,"219,1",1147,"562,21"
2020/04/10,28062,Garganta de los Montes,,0,,"364,96"
2020/04/10,28113,Pinto,57,"107,24",169,"317,96"
2020/04/10,28003,Alameda del Valle,,0,,0
2020/04/10,28020,Berzosa del Lozoya,,"657,89",,"657,89"
2020/04/10,28137,Los Santos de la Humosa,,"178,68",17,"1012,51"
2020/04/10,28004,El Álamo,13,"131,67",30,"303,86"
2020/04/10,28109,Pelayos de la Presa,,"150,09",15,"562,85"
2020/04/10,28061,Galapagar,54,"162,8",125,"376,85"
2020/04/10,28066,Griñón,24,"207,86",57,"493,68"
2020/04/10,28063,Gargantilla del Lozoya y Pinilla de Buitrago,,0,,"1027,4"
2020/04/10,28008,Aldea del Fresno,6,"198,94",28,"928,38"
2020/04/10,28035,Carabaña,,"228,83",11,"629,29"
2020/04/10,28145,Talamanca de Jarama,14,447,19,"606,64"
2020/04/10,28051,Chapinería,,"131,12",6,"262,24"
2020/04/10,28040,Ciempozuelos,38,"148,06",139,"541,57"
2020/04/10,28002,Ajalvir,,"84,28",8,"168,56"
2020/04/10,28131,San Lorenzo de El Escorial,26,"146,77",60,"338,7"
2020/04/10,28064,Gascones,,0,,0
2020/04/10,28132,San Martín de la Vega,14,"68,75",56,"274,98"
2020/04/10,28092,Móstoles,665,"304,28",1374,"628,7"
2020/04/10,28074,Leganés,1167,"592,66",2266,"1150,79"
2020/04/10,28024,Braojos,,"621,12",,"1242,24"
2020/04/10,28050,Cubas de la Sagra,6,"108,21",17,"306,58"
2020/04/10,28009,Algete,53,"238,68",74,"333,26"
2020/04/10,28084,Mejorada del Campo,68,"277,48",142,"579,45"
2020/04/10,28075,Loeches,23,"331,84",45,"649,26"
2020/04/10,28106,Parla,240,"175,56",569,"416,22"
2020/04/10,28060,Fuentidueña de Tajo,,"100,86",15,"756,43"
2020/04/10,28011,Ambite,,"601,2",6,"1202,4"
2020/04/10,28153,Torremocha de Jarama,,"249,07",8,"996,26"
2020/04/10,28012,Anchuelo,,"261,78",7,"916,23"
2020/04/10,28087,Los Molinos,16,"399,3",36,"898,43"
2020/04/10,28144,Soto del Real,25,"255,21",49,"500,2"
2020/04/10,28166,Valverde de Alcalá,,"1127,82",6,"2255,64"
2020/04/10,28059,Fuente el Saz de Jarama,12,"140,52",17,"199,06"
2020/04/10,28070,Horcajo de la Sierra-Aoslos,,"1470,59",,"4411,76"
2020/04/10,28162,Valdeolmos-Alalpardo,,"73,8",8,"295,2"
2020/04/10,28033,Campo Real,14,"232,4",20,"332,01"
2020/04/10,28156,Valdeavero,,"94,97",7,"664,77"
2020/04/10,28173,Villamanrique de Tajo,,0,,"293,69"
2020/04/10,28041,Cobeña,11,"147,51",28,"375,49"
2020/04/10,28056,Fresnedillas de la Oliva,,"73,53",,"220,59"
2020/04/10,28165,Valdilecha,,196,11,"431,2"
2020/04/10,28021,El Berrueco,7,"1090,34",7,"1090,34"
2020/04/10,28111,Pezuela de las Torres,,0,,"384,62"
